17,000,000
17,000,000
17,000,000
17,000,000
17,000,000
17,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
16,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
15,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
14,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
13,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
12,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
11,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
10,000,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,900,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,800,000
9,700,000
9,700,000
9,700,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,100,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
9,000,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,900,000
8,800,000
8,800,000
8,300,000
8,300,000
8,300,000
8,300,000
8,300,000
8,300,000
8,300,000
8,300,000
8,300,000
8,300,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,200,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,100,000
8,000,000
8,000,000
7,600,000
7,600,000
7,600,000
7,600,000
7,600,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,500,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,400,000
7,300,000
7,300,000
7,300,000
7,300,000
7,300,000
7,300,000
6,900,000
6,900,000
6,900,000
6,900,000
6,900,000
6,900,000
6,900,000
6,900,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,800,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,700,000
6,600,000
6,600,000
6,600,000
6,600,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,200,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,100,000
6,000,000
6,000,000
6,000,000
6,000,000
6,000,000
6,000,000
6,000,000
6,000,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,700,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,600,000
5,500,000
5,500,000
5,500,000
5,500,000
5,500,000
5,500,000
5,500,000
